text,answer
السلام عليكم هل من الممكن تعديل اسم المتهم في قضايا الجنايات نفترض هو محمد احمد محمود وطلع الاسم الحقيقي  سيد احمد محمود يجوز التعديل,"وعادة ما يتم هذا الإجراء قبل بدء الإجراءات القانونية الأولى ضد المتهم، ولا يتم التعديل بعد بدء الإجراءات القضائية إلا في حالات استثنائية وبإذن من المحكمة."
أنا كنت عملت محضر نصب في مباحث الانترنت كلام ده من منتصف شهر 11 وانهاردة بسالهم علي المحضر قالوا المحضر اتحول علي قسم شرطة اللي أنا تابع إليه عندي هنا في البلد و يوم ما عملت محضر الظابط قالي المحضر بيتحول لقسم شرطة المشكو في حقه الشخص المتهم اللي ناصب عليا في محضر اتحول علي قسم شرطة عندي في البلد ده كده معناه إيه ؟؟,"عند تقديم بلاغ للشرطة، يتم تسجيله في القسم الذي تقدم به الشخص المبلغ فيه."
سلام عليكم لو في 3 اطرف في قضيه الاول وتاني اخده فيه براء والتالت اخد حكم نهائي جنائي هل بيكون في حل ولو عمل نقض هل هيتم الموافقه علي النقض شكلا وموضوعا,"بالنسبة للحكم النهائي الصادر ضد الطرف الثالث، يمكن للطرف الثالث أن يتقدم بطلب نقض الحكم إذا كان قد وجد به مخالفات قانونية سواءً من حيث الشكل أو الموضوع."
ممكن استشارةانا فيه حد سجل لي مكالمه وراح بعتها لشخص خصم ليواشتكى عليا في مباحث الانترنتهل بياخدو بالتسجيلات كحجةوالا لازم اذن نيابه,"إذا تم تسجيل المكالمة بدون علمك وبدون موافقتك الصريحة، فهذا يعتبر انتهاكاً لخصوصيتك الشخصية ويمكنك تقديم شكوى لدى الجهات الأمنية والقضائية."
"عايزه أرفع دعوي زياده نفقه صغار وأصول الاحكام اول درجه واستئناف في ملف دعوي متجمد نفقه منظوره الان ولم يصدر فيها حكم، اتقدم بطلب رسمي عادي للحصول علي صوره رسميه من الاحكام قبل ما ارفع دعوي الزيادة ، ولا انتظر اول جلسه في دعوي الزياده واطلب تصريح من المحكمة للحصول علي صوره رسميه او طبق الاصل من الاحكام","بعد الحصول على الوثائق، يمكنك رفع دعوى لزيادة النفقة المدفوعة للأطفال وطلب الإفراج عن الأحكام المتجمدة في ملف النفقة القائم."
السلام عليكم بعد إذن الأدمنعندي استشارة و عايزلها حلانا كنت شاري عربية من واحد وعليها فلوسالمهم اختصار للكلام دة كلهالعربية بتاعت ابوياو الراجل كنا ماضيينله ع 6 وصولات ع الابيض ضمان للكمبيالاتللعلم احنا معانا عقد مسجل خالص التمن من الراجل ل أبويابعد م استلم فلوسهولاعبنا بالوصولاتالمهم رفعهم عليا و على ابويارافع الوصولات بإسمه هوو انا معايا الكمبيلات بنفس خط ايده ومعايا العقد الأبتدائي و المسجل و كل دة ف حافظة قدمناها للقاضي ف المعارضة ف اقتنع بكلامنا بس النصيب طعنت ف الصلب و التوقيع  والتقرير اتأخر شوية المهم جه بس يوم الجلسة المحامي محضرش لسببآ ما.القاضي كان محول القضية للتحقيقيعني لمصلحتي لان تقرير الطب الشرعي جه ب ان التوقيع مغاير للصلب و الصلب مكتوب بعد التوقيع بفترة زمنية طويلةالقاضي نده ع المحامي كذا مرة وفي الآخر قبول و رفض و تأييددلوقتي انا استأنفتهل قاضي الأستئناف هيحولها برضه للتحقيق ولا انا ونصيبي ف القفص,وسيتم تحويل القضية لمحكمة الاستئناف للنظر في الأمر واتخاذ القرار المناسب.
سلام عليكم لو سمحتو عاوزة محامي جنايات متخصص قضايا تزوير ويكون حصرا في مدينه ٦ اكتوبر يكمل معايا في القضيه بتاعت جوزي وبالله عليكم  افيدوني لو تكرمتم,وبالإضافة إلى ذلك يمكنك استشارة محامي عن طريق الإنترنت أو منصات التواصل الاجتماعي المختصة بهذا المجال.
لو عندى محل مرخص تجارى  و عايز ااجره ا/ هل الرخصه ممكن تسقط لو معملتش بطاقه ضريبيه او سجل تجارى ؟2/ لو عملت بطاقه و سجل هل بياخدو نسبه من الايجار ؟ فى حدود كام ؟,"1- لا تسقط الرخصة التجارية إذا لم تقم بالتسجيل الضريبي أو الحصول على سجل تجاري، ولكن يحق للجهات المعنية فرض غرامات عليك بناءً على ذلك."
السلام عليكملو سمحتو حد عنده معلومة هل لما واحد عليه حكم غيابي ينزل في فندق كم يوم هل الفندق بيبعت بيانات النزيل للقسم يعني صورة بطاقته و كده ولا الفندق ملوش علاقة,يمكنك التحقق من ذلك عن طريق استشارة محامي محلي أو الاتصال بالجهات القانونية المختصة في الدولة المعنية.
انتبه - لان لسه فى ناس بترفع جنحه الامتناع عن تسليم ميراث ويتحكم براءه - لو الورثه 6 اولاد والبيت 6 شقق وواحد منكم مانعكم من دخول البيت ماترفعش جنحه وتقول انا لى شقه لان لازم تكون الشقه دى متحدده مش اى شقه فيهم نفس الكلام فى الارض ماتقلش لى 100 متر ومش متحدد حدودها الاربعه - لازم تكون حصتك مفرزه عشان ترفع جنحه امتناع عن تسليم ميراث بمعنى يكون فى عقد قسمه بينكم مكتوب فيه رقم الشقه ووصفها مش مجرد تم الاتفاق على ان لكل واحد شقه او تقدر تثبت انك كنت مقيم فى شقه من البيت واخوك منعك من الدخول بس تكون فعلا مقيم وفى شهود مش يشتغلوك ويقولك هنجيب 2 شهود من على القهوه,"وفيما يتعلق بالشهود، يجب أن يكونوا شهود ذوي مصداقية لدى القضاء وينبغي أن يكونوا شهود حاضرين في المكان والزمان المناسبين ويقدمون بيانات دقيقة وإفادات صادقة."
بالنسبة للايجارات القديمة لومحل المستاجر مات الرخصة باسم مين بتفضل باسم المستاجر الاصلى ارجو الافادة,ويجب أن يلتزم المستأجر الأصلي بدفع الرسوم المقررة لإصدار الرخصة الجديدة.
لو مربي معاه صوره البطاقه والكارنيه وممارسه العمل ممكن يعمل بيها اي عقد او حاجه بدون ما اعرف؟ملحوظه انا دكتور بيطري,"وبالنسبة للعقود الجديدة ، يجب عليهم التحقق من صحة بطاقة الهوية الأصلية وكارنيه الممارسة الذي تحملهما لتأكيد هويتهم ومؤهلاتهم."
"شكرا يا  جماعة لكل الناس الي تفاعلت بالآراء الايجابية المحترمة، فيه واحد ربنا يجازيه خير بعت الفيديوهات لمركز مهم في مكان حساس في الدولة وحاليا محدش بييجي الشقة، والراجل الي بيأجرها للناس طلع للاسف معروف بالموضوع ده ومأجر  كذا شقة في المنطقة ،بس محدش كان معاه فيديوهات ليه ، والحمد لله اننا ركبنا كاميرا وفرت علينا بهدلة كتييرانا مخنوقة جدا في واحد في العمارة مأجر شقةهو مش صاحب الشقو هو مأجرها من المالك وبيجيب فيها ناس يقعدوا ساعتين ويمشوا راجل وست  يعني ، انا من الصبح ببكي وزعلانة اني ساكنة في عمارة كده حاسه اني عايزة ارجع وقرفانه جدا مش عارفه انام ،نفسي نبيع الشقة ونمشي من العمارة خالص ، بس محدش راضي في البيت وحاصلة مشاكل كتير في البيت بسبب القرف ده ناس بتقول ملناش دعوة وناس بتقول نبلغ الشرطة ،هل ممكن نطلب الشرطة يتأكدوا من شخصية الناس الي بييجوا من غير ما نروح القسم ونعمل محضر لان احنا ستات في البيت مينفعش نروح القسم   ، مش عارفه اعمل ايه فعلا؟؟؟؟؟؟؟","يمكنك أيضًا أن تطلبي من المالك للشقة معرفة هوية الشخص الذي يؤجر الشقة، والتحقق من مدى صحة إتاحته للشقة للغير من خلال الاتفاق على شروط تأجير صارمة."
المحامي طالب ٧ الاف في محضر التمكين هل الرقم ده كتير خصوصا انه محضر مش قضية؟,"ومع ذلك، يجب أن يقوم المحامي بتقديم شرح مفصل للتكلفة وتحديد ما إذا كانت الخدمات التي يقدمها تستحق هذا المبلغ أم لا."
"لو ام هتكتب شقة للابن تعمل العقد هبة ام عقد بيع عادى بمبلغ ؟ الشقة عداد الكهرباء فيها برقم كود مش باسم الام لكن العمارة مبانى قديم ، هل عليها تصالح؟","بالنسبة للعداد الكهربائي، فإذا كان العداد باسم شخص آخر وليس باسم الأم، فيجب تغيير اسم المالك في عقد الشراء إذا كان العداد مرتبطًا بالعقار."
بالله لو فيه محامى فى الجروب يجاوبنى ابنى أشترى شقة بالتقسيط ثم أخذ صحة التوقيع من المحامى ولم يأخذ ورقة التوكيل العام منه يطالب بها أو يلغيها وخصوصاً أنه كان بيهظر ويقول إنه كتبها بإسمه,"وإذا لم يأخذ ورقة التوكيل العام من المحامي، فعليه التواصل معه للحصول على ذلك، وإذا كان المحامي يرفض التعاون، يمكن اللجوء إلى الجهات القانونية المختصة لحل المشكلة."
كنت محتاجه محامي قضايا اسره ضروري,"طبعا بالتأكيد، كيف يمكني مساعدتك؟"
"السلام عليكم ..توجد صيغة تنفيذية مسلّمة لمحضر التنفيذ.. والخصم اتصل للتنفيذ وديا..ودلوقتى مطلوب منى سحب الصيغة التنفيذية لاتمام التنفيذ وديا.السؤال..1- هل لو حصل فى الامور امور ممكن ارجع اسلم الصيغة التنفيذية لمحضر التنفيذ مرة اخرى ليقوم بالتنفيذ رسميا على الخصم؟2- هل فعلا محضر التنفيذ بياخد مبلغ ""رشوة"" منى المنفذ؟! ولو لم اقبل ابتزازه ولا ادفع له.. ممكن يضايقنى ازاى؟ وازاى انا كمان اشتكيه؟ ولمين؟جزاكم الله خيرا","إذا حاول المنفذ التضييق عليك بأي شكل، فيمكنك تقديم شكوى إلى الجهات المختصة لحماية حقوقك."
لو سمحت رحت اجيب الفيش قلولي عندك 8 قواضي تشابه اسماء اعمل ايه,"إذا كنت تواجه مشكلة في تمييز الأسماء المتشابهة، فيمكنك الاتصال بمديرية الأمن العام وطلب المساعدة في هذه الحالة."
السلام عليكم ممكن اعرف سن الاستضافة في القانون الجديد ممكن يكون من كام سنه,"وفي بعض الدول يمكن أن يحدد عمر الاستضافة بموجب العقد بين الأطراف المعنية في الاستضافة، ويجب أن يتوافق ذلك مع القوانين واللوائح السارية في البلد."
السلام عليكمشخص لديه شقة عرض علي شراؤها بمبلغ معين و قال لي أن عليها مبلغ اقساط لجهاز المدينة كيف اضمن في حالة اعطائي هذا المبلغ له ليقوم بسداده أنه لن يطمع في الشقة و يرفض بيعها لي لان سيكون بإمكانه بيعها بمبلغ أغلي من الذي اتفقنا عليه؟,"وفي حالة عدم استطاعة الطرف الآخر بيع الشقة لأي سبب، سيجبره العقد الذي وقعه بالانتظام في السداد لجهاز المدينة."
لو شقة بيع وشراء وأصحاب الشقة كلهم قصرهل من الممكن أبناء العم يدخلوا ورثة .والشقة مباعة من الجدة,"لذلك ، ينصح بالتواصل مع محامي عقاري مرخص للحصول على استشارات قانونية دقيقة ومفصلة حول حقوق المالكين والورثة في هذه الحالة."
ما هو الفرق بين عقد الايجار وعقد الادارة والتشغيل بالنسبة للصيدليات ,أما عقد الإدارة والتشغيل فهو اتفاقية يقوم بموجبها صاحب الصيدلية بتفويض الصيدلاني المؤهل والمرخص لهم بإدارة وتشغيل الصيدلية بمقابل مادي يتفق عليه بين الطرفين.
سؤال  بعد اذنكم أرجو الرد ضروري جداهل في تعليمات للقضاء بعدم قبول الحكم الإيجابي في قضايا العوده للعمل رفعت دعوه رجوع للعمل وتم الحكم بعد 6 سنين فيها بالرفض لسبب مضحك جدا وهو بعدم وجود صفه تعاقديه بين المدعي والجهة المدعي عليها بالرغم من وجود العقد وبه عده اختام بختم النسر من الجهه المدعي عليها مع توقيع الموظفين المسئولين مثل ش العاملين وغيره ولكن المحامي لم برفقه في الدعوهوفي الاستئناف مع المحامي الجديد وهو رجل محترم جدا تم رفضه لانتهاء مده التعاقد مع أن العقد لا يوجد به هذا البند بل بالعكس ينص علي ضروره الانتهاء من التثبيت في خلال ثلاثه اعوام مده التعاقد او يصبح عقد الاتفاق عقد تثبيت من تلقاء نفسهوالان ما العمل غير رفع الدعوي مره اخريولكم جزيل الشكر,"ثانياً، يمكن رفع دعوى جديدة بنفس الأسباب التي تم رفع الدعوى الأولى، ولكن يجب العمل على جمع الأدلة الصحيحة والتأكد من توفر جميع الشروط القانونية اللازمة لرفع هذه الدعوى."
مساء الخير ممكن حد يفيدني ضروري عملت محضر في مديريه الامن مباحث النت لااكونت دخل شتمني المهم جه الفحص لم يتم الوصول المحامي قالي هقدم طلب لرئيس المباحث في النيابه العامه ياخد اقوالك وراني طلب هو كاتبه بعدين رجع قالي لما تروح للمحكمه التجاريه وكل مااسئله يقولي لسه في العرض هل الكلام ده حقيقي ولااشتعاله باالله عليكم حد يفيدني,إذا تم استخدام تطبيقات تشفيرية أو خوادم متخفية يصعب عليهم الوصول إليها وربما يكون الحصول على المعلومات صعباً.
لو في طالب محبوس على ذمة قضية ازاي نخليه يحضر الامتحان علشان السنه متروحش عليه,"إذا كنت تمثل الطالب الذي يحتاج للحضور إلى الامتحان وهو محبوس على ذمة قضية، يمكنك الاتصال بمحامي الدفاع عنه في هذه القضية لطلب استئناف الطلب إلى المحكمة المختصة."
عند جار راجل كبير في السن مرات ابنه رفعت عليه وعلي اولادو قضيه ضرب وسب وقذف  وهو ممعاهوش فلوس لمحامي عايزه محامي يكون جدع يساعدو لله هو من اكتوبر,"للأسف، كمحامي افتراضي لا أستطيع تقديم الخدمات القانونية بشكل فعَّال، ويُفضل دائمًا الحصول على محامٍ محترف ومرخص في المنطقة المحلية."
سؤال ضرورى من فضلكم .انا فاتحه  ملف تصرفات عقاريه ف مدينه نصر وعاوزه ادفع تصرفات عقاريه لشقتى التانيه لازم ادفع ف نفس المكان ولا ممكن مكان تانى ادفع  التصرفات العقاريه,"ومن ثم، يمكنك إتخاذ الإجراءات المناسبة بالتوافق مع متطلبات الجهة الحكومية المعنية."
"لو سمحتم ، كنت لاغيت توكيل المحامي في الشهر العقاري بس مابعتش جواب مسجل بعلم الوصول وميعرفش اني لاغيته، وانا اتراجعت في القرار وعايز اكمل مع نفس المكتب،ممكن يكمل رفع القضايا عادي بالتوكيل اللي معاه وايه ضرر اني معملش توكيل جديد له؟","إذا كان لم يتم إخطار المحامي بتراجعك عن إلغاء توكيله، فيمكنك الاستمرار في العمل مع نفس المكتب القانوني."
هل يجوز التصالح أمام محكمه الاستئناف فى قضايا شيكات قرض بنك بالمخالصة القضائية فقط مختومة من البنك المركزى,ويتم إبلاغ المحكمة بالاتفاق الذي تم بين الطرفين لإنهاء النزاع قبل إصدار الحكم.
السلام عليكم محتاجه رد علي استفساري اخويا 30سنه صاحب بيت و عيال من فتره كان راجع من شغله في وقت متاخر و في عربيه زنقت عليه خاف منهم و استخبا منهم افتكرهم شاربين حاجه بعدها ع طول بقي في ناس بتراقبه و يشاوروا عليه و يقعدوا يتكلموا ان هو دا المقصودهو ميعرفش حد منهم نهائي و اخواتي كل ما يحصل كدا يمسكوا اللي بيتكلم دا و عاوزين نفهم منه عاوزين ايه من اخويا ولا عملهم ايه علشان يراقبوا يقول لا انا معرفهوش طيب بتشاور عليه ليه يقول لا محصلش و الموضوع بقي مرعب بالنسبه لينا مش عارفين عاوزين منه ايه و هو ميعرفهمش خااالص ولا حتي اتخانق مع حد او عنده مشاكل مع حد علشان نقول هو اللي بيأذيه ارجوكم تساعدونا ايه الحل في العيشه دي والله هنتجنن,"في النهاية، يجب التحرك إذا كنتم تشعرون بالخوف وعدم الأمان في المناطق التي يستخدمها أخوكم حتى لو لم يكن هناك شيء حقيقي يحدث."
بعد اذن حضراتكم.. عاوزين نبيع بيتنا .. موجود فى قريه.. والبيت ورقه كان ضاع.. والبيت ملوش اى ورق حاليا.. وهو معانا من سنين كتيره .. وعاوزين نبيع البيت ضرورى .. ايه العمل فى الحاله دى..اتمنى الرد ضرورى بعد اذن حضراتكم..يا ريت تقبل يا ادمن,"من الضروري أيضًا الاتفاق مع المشتري على شروط البيع والدفع والتسليم وتوقيع اتفاقية بيع رسمية مع محامي قانوني مختص، لحماية مصالحكم وتأمين حقوقكم."
ازاي احرر إيصال امانه بطريقة صحيحة,"وتكتب ايضًا تفاصيل الأمانة بشكل واضح ودقيق، مثل الجزء المسؤول عنها و مدة الأمانة."
السلام عليكم ورحمه الله !! بالله عليكم لو حد عنده الإجابة يقول !! قضيه فيه ثلاث اطراف الاول اخد براء وتاني اخد براء والتالت الي مالوش اي اتهم حكم نهائي 3 سنين وعملناله نقض ونقض اتقبل ونزل جلسه هل كدا في امل اني النقض يتقبل موضوعا والحكم يقف ,إذا تم قبول النقض فإن الحكم السابق سيتم إلغاؤه ويجب على المحكمة النظر في القضية من جديد وفقًا للقانون.
لو تكرمتم .. زوجه سوريه حررت محضر ضد زوجها المصري بالطرد وضرب باصابات وتحفظ علي اوراق رسميه الي هي جوازاتها هي واولادها القصر وطبعا المحضر كذب واتهامات باطل لانها كانت هربانه من البيت ولجئت لمحامي فأشار عليها تعمل المحضر ده عشان تسبق وتحمي نفسها قبل مايعمل هو محضر تغيب وخلافه والزوج اتعرض نيابه وخرج بكفاله الكلام ده من اخر شهر تسعه ولم يتم التنازل او التصالح للمحضر من جانبها ولما سأل علي المحضر قالوله انه لم ينظر فيه ولم تحدد له جلسه والمحضر اداري القسم هل كده المحضر اتحفظ وليس له اهميه خصوصا انها مصممه علي عدم التنازل وبتستخدمه كوسيله للضغط والابتزاز بتنفيذ طلباتها من تغيير مسكن والزامه بمصاريف اولادها الي هي فوق طاقته لانهم مش اولاده دول اولادها من الزوج المتوفي وهو عملهم زياره وله منها طفلينهل للمحضر اهميه وتقدر تتظلم في اي وقت مثلا وتعيد فتح المحضر والتحقيق فيه لانها دائمة الابتزاز والتهديد بذلك,"وفيما يخص أهمية المحضر، فسيعتمد ذلك على المعلومات الكاملة والتفاصيل الموجودة في المحضر، ولا يمكن الحكم على أهميته بشكل نهائي بدون دراسة المحضر بالكامل."
السلام عليكماستشارة يا اساتذة بعد اذنكم اختى الكبيرة شقيقتى للاسف رافعة عليا قضية ورث كاتبة ف المحضر مواصفات البيت غلط( مزودة عدد الغرف و مساحة البيت )البيت عبارة عن ٥ شقق ٣ اداور امى واخدة شقة وانا واخويا كل واحد شقةوشقتين ايجار امى هى الى بتاخد فلوسهم لنفسها للعلاج والمصاريفجالى محضر النهاردة ان انا مغتصب حقها و ماجره وباخد الفلوس من ٢٠١٢ (وفاة ابويا)عندى جلسة الاسبوع الجاى المفروض دلوقتى اعمل ايه ؟ اروح لمين ؟ والموضوع هيكلف كام ؟,سيختلف تكلفة القضية حسب الدولة وتعقيد القضية وأيضًا سيتم تحديدها بناءً على جهود المحامي وعدد الاستشارات والاجتماعات والجلسات القانونية المطلوبة.
صباح الخير .استفسار ونبى .دلوقتى ابويا اتجوز .واتفق معها انها مفيش خلفة عشان عندو تلات اولاد وفيهم واحد تعبان ومتبهدل قلتلو ماشى هية كانت متجوز قبل كدة وخلفت منو ورمتو فى الشارع لا ابوة واطلقت بالمحاكم.دلوقتى هما قعدين فى شقتى لحد متجوز  الى باسمى انا شاريها بيع وشراء عادى من صحبها .دلوقتى بتقلى انها هتاخد شقتى من حقها هية ولا اة لسة فى الشهر الرابع .فعلا هية ممكن تاخد شقتى .هو ابويا معهوش شقة هو اتفق معاة انو هياجر شقة .وكدة النفروض يجبلها شقة صح .وونبى لو فى حل قانونى يرد عليها عشان هية جبروت بتروح تتجوز وتحمل وتطلق وتاخد فلوس,"ولكن بشكل عام، فإن الزوجة المستقبلية التي ليس لديها أطفال من الزوج السابق لها غالباً ما تكون غير مؤهلة للحصول على حق الإقامة في الشقة الخاصة بالزوج."
"٣ بنات منهم بنت قاصر و ابوهم توفى و بيعملوا اجراءات ان اعمامهم يتنازلوا عن ممتلكات ""الشقه والعربيه"" و عم من الاعمام قال لهم عشان يتم التنازل نكتب مواصفات الشقه (العنوان) ومواصفات العربيه و"" اسم شاهد من الجيران "" عشان يبقا شاهد علي التنازل .. هل اسم الشاهد مطلوب فعلًا وللا لا ؟ وليه؟","ولأن العملية تشمل التنازل عن ممتلكات، فإن وجود شهود يعزز صحة وقانونية الإجراء ويضمن وصول الممتلكات إلى الأطراف المستحقة بحيث يمثلوا دليلاً لتأييد التنازل عن الممتلكات."
الشيء المؤسف الأبناء تجبر اباهم التوقيع بالإكراه تحت تهديد السلاح في صورة بلطجيه ملثمين علي عقود بيعوبعد موته يظهروا عقود البيعليغتصبوا,يجب عليك اتخاذ اجراءات قانونية والإبلاغ عن هذه الحالة إلى الجهات الأمنية بأسرع وقت ممكن لتتم محاسبة المتورطين في الجريمة.
لو سمحتم هو المحكمه الاقتصاديه عادى تصدر حكم غرامه ٢٠ الف ج ف قضيه سب وقصف بسبب فويسات ع الوتس ولا المفروض يكون حبس والغرامه دى مش للمتضررر دى للنيابه وهل من حقي لو الخصم جه واعتذر لى اقبل اعتذاره واعمل له تنازل ولالا,"لذلك، ينصح بالتواصل مع محامي قانوني للمساعدة في فهم الخيارات الممكنة واتخاذ القرار المناسب."
"السلام عليكمانا رافع قضية في المحكمة الإقتصادية والمحامي أبلغني إن جلسة الحكم هتكون خلال اول اسبوع من شهر ديسمبر الحالي.وطلبت من المحامي حضور الجلسة، لكنه أبلغني إن جلسة الحكم لا يتم الحضور فيها.هل الكلام ده صحيح؟","ويختلف ذلك من حالة إلى أخرى، وبالتالي يفضل التأكد من ذلك من المحامي الخاص بك والتواصل معه لإجابة أي استفسارات أو توضيحات قد تكون لديك."
السلام عليكمكنت رافع قضيه ضم  مده عقده لسنوات التعين  بس خسرت القضيه والمحامي كلمني من فتره وقال لي  انه ممكن يرفع القضيه تاني بمسمي ضم علاوات  الكلام دا ممكن يكون صحيح  ولا المحكمه هتاخد بالقضيه الأولى,"يمكن رفع قضية جديدة تتعلق بمحاولة الحصول على العلاوات المستحقة، وذلك إذا كان هناك أساس دعوى قانوني قوي للمطالبة بتلك العلاوات."
انتبببه - غلطه بيقع فيها ناس وحصلت لصديق حبيت انبه لها ورثه عملوا عقد قسمه رضائيه لكن كتبوا اسماء الورثه وكتبوا فلان له كذا متر وبكدا يعتبر العقد زى قلته وما قسموش ومازالوا على المشاع لان القسمه لازم تفرز الانصبه وتحدد كام متر وحدها الشرقى ملك فلان والغربى والقبلى والبحرى ولو شقه تحدد الدور والشقه القبليه او البحريه او الوسطى مش مجرد فلان له شقه وفلان شقتين ممكن تفرز شقه لاثنين وكده يبقى الشقه مفرزه عن باقى الورثه لكن مشاع بين الاتنين - ثانيا لازم تحرر نسخ بعدد الورثه والكل يوقع ويبصم و2 شهود على كل نسخه مش تكتب نسخه وحده ويوقعوا وتصور نسخ منها يعنى قبل ما ترفع جنحه امتناع عن تسليم ميراث اتاكد ان العقد الى معاك مفرز  - لوعملت عقد مشاع زى قلته لان حصتك مشاع معروفه مش محتاجه تعمل بيها عقد لان لو رفعت جنحه وحصتك مشاع هيتحكم فيها بالبراءه حتى لو  اتحكم اول درجه بالسجن والغرامه والجاهل الى بيجادل ويقول القانون ما اشترطش الفرز والتجنيب مش هناقشه لانه مابيفهمش لكن يجيب لى حكم استئناف ما اتحكمش فيه بالبراءه وابقى عيل لو ما شبرقتوش بكيلو موز بسره,يجب التأكد من أن العقد يحدد بشكل واضح الحصص الفردية لكل وارث وهذا يمكن تحقيقه بتفريغ الأرض والتعامل بشكل مناسب مع التجزئة وتوثيق ذلك في عقد قانوني واضح ومفهوم.
ممكن يكون كلامي مجنون وممكن لاء بس بجد محتاج افهم.ليه ف القوانين كل شئ وعكسه بدليل ان فيه محامين بتتحايل ع القانون وبتقلب الحق باطل والباطل حق ودا بيحصل كتير اوي دي نقطه نفسي افهمها المشرع اللي بيحط القوانين مش المفروض يكون عارف ان فيها ثغرات؟دعوة الفرز والتجنيب ف الميراث ليه بتجبر المدعي انو يدفع فلوس ولو المدعي عايز يبيع حقه المحكمه بتلزمه يدفه فلوس كتيره ممكن تكون اكتر من اللي هياخدها اللي هوا حقه؟ وليه انا كمدعي متاكل حقي ادفع فلوس ورسوم كتيرة يعني لو ورثي مليون ادفع ادهم او اكتر ف حين اني مش قادر اخد حقي بأي طريقه يعني مثلا القانون بيسيب الناس لبعضها ف قضايا الميراث تاكل بعض؟ ياريت لو انا فاهم غلط حد يفهمني الصح.انا ليا ورث وعمال اقرأ وابحث وحاسس اني مش هاخد حقي بسبب ان كل دعوه فيها ثغرات سواء جنحة امتناع او ريع او فرز وتنجيب او حتي المحكمه تبيع وليه الخبير مش بيعرف يقيم التركه بنسبه 95٪ ليه كدا بجد انا تعبت,"وأخيرًا، يجب عليك التأكد من اختيار محام خبير في المسائل المتعلقة بالميراث ومتابعة ما هي الاجراءات القانونية التي يجب اتباعها لتحقيق حقوق الورثة بأسرع وقت ممكن وبأقل تكلفة."
اشتريت شقه وصحابها مدوخنا في عمل تنازل بالشهر العقاري اعمل ايه,"إذا كان صحاب الشقة رفضوا عمل تنازل بالشهر العقاري، يتوجب عليك سداد مستحقات الشهر العقاري كاملة بالإضافة إلى الرسوم القانونية المترتبة عليها."
سؤال ي جماعه عندي اخت كل شويه تعمل فيا محضر شكل مره انترنت ومره محضر اتلاف واتحول قضيه وخد براءه وبعد مخد براءه راحت تعمل فيا محضر سب وقذف بتسجيلات قديمه معرفش اصلها وانا بقالى سنتين مشفتهاش ومش سيبنى في حالى حد يفيدنى اعمل معاها ايه عشان طفح الكيل وتبعد عني  وكل ده عشان انا باخد معاش من والدى وهى متجوزه عرفي وموظفه حكومي ومنزلهاش ذنبي ايه عشان تدبري مكيد كده,من الضروري توضيح بعض المعلومات الهامة حول المحاضر التي يتم توريطك فيها والتسجيلات التي تستخدمها ضدك.
سؤال هل ينفع نعمل احنا إجراءات وكل حاجه ف صحة التوقيع وبالنسبة لامضاء المحامي نخلي محامي يمضي من اللي بيكونو ف المحكمه ومعلش اللي هيقول لا يقول لا ليه,يجب على الأطراف توكيل محامي معتمد ليمثلها في القضية أو أن يكون لديه محامٍ شهر به صلاحية التمثيل القانوني.
سلام عليكم لو عاوزة استفسر عن أشخاص واعرف عليهم الأحكام والقضايا قبل كدة ولا لاء ابحث ازاي وهل ينفع بالاسم فقط ولا لازم رقم البطاقه والفحص والكشف من اي جهة بالظبط,ينبغي الاتصال بالجهات المختصة المحلية (مثل النيابة العامة أو قوات الأمن أو القضاء) للاستفسار عن متطلبات البحث وذلك حفاظًا على حقوق المواطنين وقوانين الخصوصية.
"السلام عليكم ورحمه الله وبركاته  كنت عايزه اعرف ايه الموقف القانونى في حالة أن الزوجة رفعت القايمة و الزوج رفض أنه يديها حقوقها ، وهل لو اتسجن بتسقط القائمة و مش بيكون لها اي فائده ؟ لانه شفت ع الإنترنت فديو بيقول   إنه أقصي مده للسجن ليه بتكون 3سنين و ممكن توصل ل12ساعة  و بعد كده القايمة بتسقط و مش بتاخد منه حقها ؟","أولًا، يجب على الزوجين الاتفاق على تسوية الأمور بالتراضي وتحديد الحقوق والواجبات، وإذا لم يحدث ذلك يمكن للزوجة رفع دعوى قضائية للمطالبة بحقوقها الشخصية والمالية وفقًا للقانون."
السلام عليكملو توفي الاب وقبل وفاته قام بتوزيع املاكه على أولاده طبقا للشرع مابين عقود بيع وشراء وعقود هبهوبعد الوفاه ظهر دين على الشخص المتوفي و حيث انه لايوجد ميراث كيف يتم سداد الدين طبقا للقانون,"ومع ذلك، يجب التنويه إلى أن أولوية تسديد الديون تعتمد على نوع الدين وطبيعته، فإذا كان الدين بسيطًا وغير مؤثر على الورثة ونظامهم المعيشي، فيمكن تأجيل سداده لفترة أخرى."
